timestep,impact
852,17.597753524780273
853,17.351005285978317
854,18.00771591067314
855,17.711693193763494
856,17.600807078182697
857,17.886874422430992
858,17.399327971041203
859,17.774705059826374
860,17.597551077604294
861,17.075043998658657
862,17.283051192760468
863,17.193438157439232
864,17.335989467799664
865,17.28013800084591
866,17.486330844461918
867,18.00868433713913
868,17.517990350723267
869,17.36312947422266
870,17.211610231548548
871,17.389129877090454
872,17.825717002153397
873,17.068808004260063
874,17.028944246470928
875,17.02325100451708
876,17.291731163859367
877,17.305814132094383
878,17.480100452899933
879,18.215450704097748
880,17.455576617270708
881,17.437431927770376
882,17.140283472836018
883,17.080098621547222
884,17.126943491399288
885,16.876142021268606
886,16.85312057286501
887,16.866800967603922
888,17.56800289452076
889,17.623947322368622
890,17.143597900867462
891,17.11788509786129
892,17.34388778358698
893,17.370447538793087
894,17.28273666650057
895,17.471599616110325
896,17.970139548182487
897,17.66958924382925
898,17.36071015894413
899,17.364784881472588
900,17.48808640241623
901,17.72841003537178
902,17.193299777805805
903,17.041276812553406
904,17.03469180315733
905,17.177629932761192
906,17.210628792643547
907,17.28429228067398
908,17.252452947199345
909,17.421498104929924
910,17.984048157930374
911,17.44657639414072
912,17.306622073054314
913,17.28041736781597
914,17.259119302034378
915,17.24948288500309
916,17.56371109187603
917,17.589452028274536
918,17.455656617879868
919,17.28537091612816
920,17.563937559723854
921,17.351700514554977
922,17.195112973451614
923,17.360650837421417
924,17.513797610998154
925,17.388741247355938
926,17.27499231696129
927,17.72408401966095
928,17.748000383377075
929,17.202028706669807
930,17.335044987499714
931,17.084619991481304
932,17.24923451244831
933,17.232930213212967
934,16.800283938646317
935,17.095445707440376
936,17.493002578616142
937,18.03355449438095
938,17.638827845454216
939,17.977704107761383
940,17.53653810918331
941,17.260887917131186
942,17.365796893835068
943,17.32134199142456
944,17.387804932892323
945,17.576063878834248
946,17.521251551806927
947,18.19387513399124
948,17.363680355250835
949,17.3646619617939
950,17.219496369361877
951,17.312558714300394
952,17.216152504086494
953,17.307637970894575
954,16.982845813035965
955,16.976360008120537
956,16.970500841736794
957,16.96430054306984
958,17.364576801657677
959,17.467553466558456
960,16.998220920562744
961,17.00226791203022
962,17.20758132636547
963,17.124730922281742
964,17.27587680518627
965,17.44525757431984
966,17.707397654652596
967,17.413325026631355
968,17.3766907453537
969,17.236944794654846
970,17.254209086298943
971,16.97228318452835
972,16.892419040203094
973,17.245564810931683
974,17.091382570564747
975,17.239067018032074
976,17.64482517540455
977,17.963617622852325
978,17.197717770934105
979,15.203247152268887
980,15.163347244262695
981,15.163347244262695
982,15.653256088495255
983,16.50574767589569
984,15.188759841024876
985,15.188759841024876
986,15.539987709373236
987,15.7833486571908
988,16.139328874647617
989,16.13005206733942
990,15.794874001294374
991,16.429232373833656
992,17.190557599067688
993,16.004447609186172
994,16.119099222123623
995,15.823592334985733
996,15.57513603568077
997,15.169901821762323
998,15.167614467442036
999,15.433487594127655
1000,15.188759841024876
1001,15.188759841024876
1002,15.188759841024876
1003,15.21787566691637
1004,15.188759841024876
1005,15.226575136184692
1006,15.254147808998823
1007,15.188759841024876
1008,15.188759841024876
1009,15.226575136184692
1010,15.188759841024876
1011,15.226575136184692
1012,15.188759841024876
1013,15.226575136184692
1014,15.188759841024876
1015,15.188759841024876
1016,15.188759841024876
1017,15.265163976699114
1018,15.188759841024876
1019,15.188759841024876
1020,15.21787566691637
1021,15.188759841024876
1022,15.188759841024876
1023,15.21787566691637
1024,15.226575136184692
1025,15.188759841024876
1026,15.226575136184692
1027,15.188759841024876
1028,15.188759841024876
1029,17.12255171686411
1030,17.25152749568224
1031,17.123039573431015
1032,17.21452432870865
1033,17.081060752272606
1034,17.075547367334366
1035,17.107984803617
1036,17.077058508992195
1037,17.052963368594646
1038,17.052359476685524
1039,17.052296072244644
1040,17.05255125463009
1041,17.052015341818333
1042,17.04988521337509
1043,17.161792941391468
1044,17.117382675409317
1045,17.27233748137951
1046,17.038582481443882
1047,17.018318459391594
1048,17.004083290696144
1049,17.167829155921936
1050,17.1538929566741
1051,17.11506026238203
1052,17.096973035484552
1053,17.310811698436737
1054,17.11619210988283
1055,17.082181837409735
1056,17.075562562793493
